CI_Name,CI_Cat,CI_Subcat,WBS,Incident_ID,Status,Impact,Urgency,Priority,number_cnt,Category,KB_number,Alert_Status,No_of_Reassignments,Open_Time,Reopen_Time,Resolved_Time,Close_Time,Handle_Time_hrs,Closure_Code,No_of_Related_Interactions,Related_Interaction,No_of_Related_Incidents,No_of_Related_Changes,Related_Change
WBA000103,application,Web Based Application,WBS000073,IM0027085,Closed,4,4,4,0.71824378,incident,KM0001624,closed,0,10-01-2014 10:16,,10-01-2014 10:44,10-01-2014 10:44,0,,,,,,
WBA000058,application,Web Based Application,WBS000073,IM0027086,Closed,4,4,4,0.903468492,incident,KM0002043,closed,0,10-01-2014 10:23,,10-01-2014 10:37,10-01-2014 10:37,0,,,,,,
SBA000607,application,Server Based Application,WBS000263,IM0027087,Closed,4,4,4,0.282937688,incident,KM0001106,closed,1,10-01-2014 10:24,,10-01-2014 10:53,10-01-2014 10:53,0,,,,,,
WBA000058,application,Web Based Application,WBS000073,IM0027088,Closed,4,4,4,0.376468844,incident,KM0002043,closed,0,10-01-2014 10:25,,10-01-2014 10:39,10-01-2014 10:39,0,,,,,,
SBA000759,application,Server Based Application,WBS000296,IM0027089,Closed,3,3,3,0.236671659,request for information,KM0001031,closed,0,10-01-2014 10:28,,07-02-2014 15:14,07-02-2014 15:14,7,,,,,,
SBA000326,application,Server Based Application,WBS000294,IM0027090,Closed,3,3,3,0.697379942,incident,KM0001745,closed,0,10-01-2014 10:28,,13-01-2014 10:23,13-01-2014 10:23,7,,,,,,
SBA000131,application,Server Based Application,WBS000023,IM0027091,Closed,3,3,3,0.021148044,incident,KM0000940,closed,0,10-01-2014 10:29,,10-01-2014 10:59,10-01-2014 10:59,0,,,,,,
WBA000106,application,Web Based Application,WBS000306,IM0027092,Closed,4,4,4,0.517635896,incident,KM0001231,closed,0,10-01-2014 10:30,,27-01-2014 13:10,27-01-2014 13:10,0,,,,,,
SBA000464,application,Server Based Application,WBS000073,IM0027093,Closed,4,4,4,0.524985431,incident,KM0002112,closed,0,10-01-2014 10:31,,10-01-2014 11:45,10-01-2014 11:45,1,,,,,,
SBA000045,application,Server Based Application,WBS000170,IM0027094,Closed,5,5,5,0.073746677,incident,KM0000565,closed,0,10-01-2014 08:25,,20-02-2014 14:07,20-02-2014 14:09,2,,,,,,
SAP000002,application,SAP,WBS000271,IM0027095,Closed,4,4,4,0.342751421,incident,KM0001840,closed,1,10-01-2014 09:06,,17-01-2014 09:38,17-01-2014 09:38,5,,,,,,
LAP000616,computer,Laptop,WBS000091,IM0027096,Closed,5,5,5,0.589650618,incident,KM0001444,closed,0,10-01-2014 09:19,,13-01-2014 13:58,13-01-2014 13:59,1,,,,,,
SBA000072,application,Server Based Application,WBS000244,IM0027097,Closed,4,4,4,0.926319265,incident,KM0000674,closed,0,10-01-2014 09:21,,10-01-2014 09:50,10-01-2014 09:51,0,,,,,,
ASW000010,software,Automation Software,WBS000235,IM0027098,Closed,4,4,4,0.484763914,incident,KM0000479,closed,0,10-01-2014 09:38,,10-01-2014 13:17,10-01-2014 13:18,3,,,,,,
SBA000033,application,Server Based Application,WBS000086,IM0027099,Closed,5,5,5,0.25556736,request for information,KM0000042,closed,1,10-01-2014 09:59,,10-01-2014 15:25,10-01-2014 15:25,5,,,,,,
SBA000017,application,Server Based Application,WBS000099,IM0027100,Closed,3,3,3,0.808206016,incident,KM0000009,closed,0,10-01-2014 10:05,,10-01-2014 10:12,10-01-2014 10:12,0,,,,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0027101,Closed,4,4,4,0.508160749,incident,KM0002186,closed,1,10-01-2014 10:12,,10-01-2014 10:46,10-01-2014 10:46,0,,,,,,
CBA000014,application,Client Based Application,WBS000073,IM0027102,Closed,4,4,4,0.98610017,incident,KM0001346,closed,2,10-01-2014 10:13,,10-01-2014 15:46,10-01-2014 15:46,5,,,,,,
SBA000607,application,Server Based Application,WBS000263,IM0027103,Closed,4,4,4,0.416410576,incident,KM0001106,closed,1,10-01-2014 10:18,,13-01-2014 09:31,13-01-2014 09:32,9,,,,,,
SBA000142,application,Server Based Application,WBS000199,IM0027104,Closed,4,4,4,0.56489352,incident,KM0000722,closed,0,10-01-2014 10:26,,10-01-2014 12:24,10-01-2014 12:24,1,,,,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0027105,Closed,4,4,4,0.372232251,incident,KM0002165,closed,0,10-01-2014 10:28,,10-01-2014 10:50,10-01-2014 10:51,0,,,,,,
WBA000124,application,Web Based Application,WBS000088,IM0027106,Closed,4,4,4,0.576969271,incident,KM0002171,closed,0,10-01-2014 10:34,,10-01-2014 16:38,10-01-2014 16:38,6,,,,,,
WBA000124,application,Web Based Application,WBS000088,IM0027107,Closed,4,4,4,0.947043453,incident,KM0002171,closed,1,10-01-2014 10:37,,13-01-2014 10:43,13-01-2014 10:43,1,,,,,,
WBA000124,application,Web Based Application,WBS000088,IM0027108,Closed,4,4,4,0.548233252,incident,KM0000611,closed,2,10-01-2014 10:42,,13-01-2014 15:03,13-01-2014 15:03,1,,,,,,
WBA000133,application,Web Based Application,WBS000073,IM0027109,Closed,4,5,4,0.313551985,incident,KM0000711,closed,2,10-01-2014 10:43,,10-01-2014 15:01,10-01-2014 15:30,4,,,,,,
DCE000077,hardware,DataCenterEquipment,WBS000267,IM0027110,Closed,3,3,3,0.306427808,incident,KM0000182,closed,0,10-01-2014 11:01,,13-01-2014 07:46,13-01-2014 07:46,0,,,,,,
SUB000508,subapplication,Web Based Application,WBS000162,IM0027111,Closed,4,4,4,0.331710567,incident,KM0000553,closed,3,10-01-2014 11:48,,,24-02-2014 11:05,2,,,,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0027112,Closed,4,4,4,0.309991623,incident,KM0002165,closed,0,10-01-2014 12:06,,10-01-2014 12:26,10-01-2014 12:26,0,,,,,,
WBA000144,application,Web Based Application,WBS000318,IM0027113,Closed,5,5,5,0.008709727,incident,KM0000836,closed,0,10-01-2014 12:18,,10-01-2014 12:40,10-01-2014 12:40,0,,,,,,
SUB000426,subapplication,Web Based Application,WBS000073,IM0027114,Closed,4,4,4,0.126524012,incident,KM0000708,closed,1,10-01-2014 12:19,,22-01-2014 10:13,22-01-2014 10:13,7,,,,,,
SBA000689,application,Server Based Application,WBS000228,IM0027115,Closed,5,5,5,0.537737601,request for information,KM0000656,closed,0,10-01-2014 12:21,,10-01-2014 13:53,10-01-2014 13:53,1,,,,,,
CBD000455,computer,Banking Device,WBS000146,IM0027116,Closed,2,2,2,0.936020615,incident,KM0000274,closed,0,10-01-2014 12:24,,,10-01-2014 14:29,2,,,,,,
WBA000082,application,Web Based Application,WBS000055,IM0027117,Closed,4,4,4,0.951269077,incident,KM0000401,closed,9,10-01-2014 12:42,,04-03-2014 17:37,04-03-2014 17:37,3,,,,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0027118,Closed,4,4,4,0.164464143,incident,KM0000760,closed,2,10-01-2014 12:50,,15-01-2014 15:49,15-01-2014 15:49,3,,,,,,
SBA000263,application,Server Based Application,WBS000072,IM0027119,Closed,5,5,5,0.614633792,request for information,KM0001114,closed,0,10-01-2014 12:59,,10-01-2014 13:44,10-01-2014 13:44,0,,,,,,
SBA000263,application,Server Based Application,WBS000072,IM0027120,Closed,5,5,5,0.364090814,request for information,KM0001114,closed,0,10-01-2014 13:01,,13-01-2014 07:44,13-01-2014 07:44,0,,,,,,
SBA000263,application,Server Based Application,WBS000072,IM0027121,Closed,5,5,5,0.952486863,request for information,KM0000244,closed,2,10-01-2014 13:09,,14-01-2014 13:42,14-01-2014 13:42,2,,,,,,
SBA000805,application,Server Based Application,WBS000016,IM0027122,Closed,3,3,3,0.132801913,incident,KM0000938,closed,0,10-01-2014 13:11,,10-01-2014 13:14,10-01-2014 13:14,0,,,,,,
WBA000011,application,Web Based Application,WBS000152,IM0027123,Closed,5,5,5,0.829886749,incident,KM0001724,closed,4,10-01-2014 13:15,,17-01-2014 16:35,17-01-2014 16:35,4,,,,,,
WBA000145,application,Web Based Application,WBS000318,IM0027124,Closed,4,4,4,0.025026047,incident,KM0001418,closed,1,10-01-2014 13:18,14-01-2014 10:36,14-01-2014 13:05,14-01-2014 13:05,1,,,,,,
WBA000144,application,Web Based Application,WBS000318,IM0027125,Closed,4,4,4,0.761865392,incident,KM0001401,closed,0,10-01-2014 13:26,,10-01-2014 16:29,10-01-2014 16:29,3,,,,,,
MON00015,displaydevice,Monitor,WBS000091,IM0027126,Closed,4,4,4,0.484763971,incident,KM0000316,closed,2,10-01-2014 13:30,,14-01-2014 08:48,14-01-2014 08:48,1,,,,,,
SBA000033,application,Server Based Application,WBS000086,IM0027127,Closed,5,5,5,0.184363866,request for information,KM0000042,closed,1,10-01-2014 14:13,,10-01-2014 16:09,10-01-2014 16:09,1,,,,,,
SBA000607,application,Server Based Application,WBS000263,IM0027128,Closed,4,4,4,0.47866224,incident,KM0001106,closed,3,09-01-2014 21:51,,13-01-2014 16:34,13-01-2014 16:34,19,,,,,,
DSK000400,computer,Desktop,WBS000091,IM0027129,Closed,4,4,4,0.465593889,incident,KM0001019,closed,0,10-01-2014 08:22,,20-01-2014 14:24,20-01-2014 14:24,4,,,,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0027130,Closed,4,4,4,0.706690335,incident,KM0001179,closed,0,10-01-2014 08:39,,10-01-2014 09:24,10-01-2014 09:24,0,,,,,,
SBA000263,application,Server Based Application,WBS000072,IM0027131,Closed,5,5,5,0.767563012,request for information,KM0001807,closed,2,10-01-2014 08:45,,10-01-2014 13:59,10-01-2014 13:59,5,,,,,,
WBA000058,application,Web Based Application,WBS000073,IM0027132,Closed,4,4,4,0.39662539,incident,KM0001685,closed,0,10-01-2014 09:04,,10-01-2014 09:28,10-01-2014 09:28,0,,,,,,
ADB000010,database,Database,WBS000239,IM0027133,Closed,3,3,3,0.286644551,incident,KM0000940,closed,1,10-01-2014 09:05,,10-01-2014 10:58,10-01-2014 10:58,1,,,,,,
SBA000462,application,Server Based Application,WBS000073,IM0027134,Closed,4,4,4,0.635713747,incident,KM0001364,closed,0,10-01-2014 09:09,,10-01-2014 11:14,10-01-2014 11:14,2,,,,,,
SBA000263,application,Server Based Application,WBS000072,IM0027135,Closed,5,5,5,0.994257809,request for information,KM0001114,closed,2,10-01-2014 09:11,,10-01-2014 14:25,10-01-2014 14:25,5,,,,,,
DTA000189,application,Desktop Application,WBS000092,IM0027136,Closed,4,4,4,0.247349612,incident,KM0000460,closed,0,10-01-2014 09:13,,10-01-2014 11:00,10-01-2014 11:00,1,,,,,,
CBA000014,application,Client Based Application,WBS000073,IM0027137,Closed,4,4,4,0.710428106,incident,KM0001346,closed,3,10-01-2014 09:21,,16-01-2014 14:43,16-01-2014 14:43,2,,,,,,
ADB000010,database,Database,WBS000239,IM0027138,Closed,NS,3,NA,0.26110348,incident,KM0000940,closed,1,10-01-2014 09:33,,10-01-2014 11:02,10-01-2014 11:02,1,,,,,,
SBA000617,application,Server Based Application,WBS000199,IM0027139,Closed,NS,3,NA,0.53196656,incident,KM0000940,closed,0,10-01-2014 09:36,,10-01-2014 10:05,10-01-2014 10:05,0,,,,,,
SBA000427,application,Server Based Application,WBS000307,IM0027140,Closed,3,3,3,0.721582297,incident,KM0001350,closed,0,10-01-2014 09:40,,10-01-2014 16:55,10-01-2014 16:55,0,,,,,,
APP000005,application,Citrix,WBS000292,IM0027141,Closed,4,4,4,0.155026268,incident,KM0001131,closed,3,10-01-2014 09:49,,13-01-2014 13:09,13-01-2014 13:09,1,,,,,,
SBA000659,application,Server Based Application,WBS000255,IM0027142,Closed,4,4,4,0.590259408,incident,KM0002059,closed,2,10-01-2014 09:57,,10-01-2014 13:25,10-01-2014 13:26,3,,,,,,
SUB000424,subapplication,Web Based Application,WBS000073,IM0027143,Closed,4,4,4,0.85018262,incident,KM0000704,closed,1,10-01-2014 09:58,,10-01-2014 15:40,10-01-2014 15:40,5,,,,,,
SAN000182,storage,SAN,WBS000128,IM0027144,Closed,4,4,4,0.360111234,incident,KM0002126,closed,2,10-01-2014 10:16,,27-01-2014 09:13,27-01-2014 09:13,1,,,,,,
SBA000805,application,Server Based Application,WBS000016,IM0027145,Closed,3,3,3,0.020606109,incident,KM0000938,closed,0,10-01-2014 10:32,,10-01-2014 10:33,10-01-2014 10:33,0,,,,,,
SBA000689,application,Server Based Application,WBS000228,IM0027146,Closed,5,5,5,0.638009435,request for information,KM0000656,closed,0,10-01-2014 10:35,,10-01-2014 11:12,10-01-2014 11:12,0,,,,,,
SBA000689,application,Server Based Application,WBS000228,IM0027147,Closed,5,5,5,0.181916011,request for information,KM0000656,closed,0,10-01-2014 10:36,,10-01-2014 12:31,10-01-2014 12:31,1,,,,,,
WBA000145,application,Web Based Application,WBS000318,IM0027148,Closed,5,5,5,0.745384123,incident,KM0001417,closed,1,10-01-2014 10:36,,10-01-2014 16:32,10-01-2014 16:32,5,,,,,,
SBA000462,application,Server Based Application,WBS000073,IM0027149,Closed,4,4,4,0.057440566,incident,KM0001951,closed,0,10-01-2014 10:40,,10-01-2014 12:11,10-01-2014 12:11,1,,,,,,
WBA000144,application,Web Based Application,WBS000318,IM0027150,Closed,5,5,5,0.81068485,incident,KM0000836,closed,2,10-01-2014 10:45,,14-01-2014 13:35,14-01-2014 13:35,2,,,,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0027151,Closed,4,4,4,0.309011655,incident,KM0000742,closed,1,10-01-2014 10:45,,23-01-2014 09:42,23-01-2014 09:42,2,,,,,,
SBA000462,application,Server Based Application,WBS000073,IM0027152,Closed,4,4,4,0.422591294,incident,KM0001951,closed,0,10-01-2014 10:47,,10-01-2014 15:03,10-01-2014 15:03,4,,,,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0027153,Closed,4,4,4,0.068746438,incident,KM0000751,closed,0,10-01-2014 10:48,,10-01-2014 10:54,10-01-2014 10:54,0,,,,,,
WBA000058,application,Web Based Application,WBS000073,IM0027154,Closed,4,4,4,0.807242806,incident,KM0001868,closed,0,10-01-2014 11:01,,10-01-2014 12:09,10-01-2014 12:09,1,,,,,,
CBD000884,computer,Banking Device,WBS000146,IM0027155,Closed,2,2,2,0.178616072,incident,KM0000274,closed,0,10-01-2014 11:04,,,10-01-2014 12:54,1,,,,,,
XSR000124,computer,X86 Server,WBS000299,IM0027156,Closed,3,3,3,0.346802397,incident,KM0002226,closed,2,10-01-2014 11:12,,14-01-2014 07:29,14-01-2014 07:29,4,,,,,,
SUB000443,subapplication,Web Based Application,WBS000125,IM0027157,Closed,5,5,5,0.250087603,incident,KM0001158,closed,0,10-01-2014 11:12,,14-01-2014 10:31,14-01-2014 10:32,2,,,,,,
SUB000113,subapplication,Server Based Application,WBS000095,IM0027158,Closed,5,5,5,0.947199417,incident,KM0001545,closed,0,10-01-2014 11:24,,10-01-2014 12:31,10-01-2014 12:31,11,,,,,,
SUB000113,subapplication,Server Based Application,WBS000095,IM0027159,Closed,5,5,5,0.14428527,request for information,KM0000225,closed,2,10-01-2014 11:25,,13-01-2014 14:36,13-01-2014 14:36,13,,,,,,
SBA000590,application,Server Based Application,WBS000149,IM0027160,Closed,5,5,5,0.81691007,request for information,KM0000995,closed,2,10-01-2014 11:27,,15-01-2014 12:18,15-01-2014 12:18,2,,,,,,
SBA000439,application,Server Based Application,WBS000219,IM0027161,Closed,5,5,5,0.346357828,request for information,KM0002181,closed,0,10-01-2014 11:50,,10-01-2014 14:35,10-01-2014 14:35,2,,,,,,
DTA000060,application,Desktop Application,WBS000212,IM0027162,Closed,4,4,4,0.374876123,incident,KM0000466,closed,1,10-01-2014 12:02,,13-01-2014 11:41,13-01-2014 11:41,9,,,,,,
SBA000311,application,Server Based Application,WBS000054,IM0027163,Closed,4,4,4,0.23599976,request for information,KM0002192,closed,2,10-01-2014 12:08,20-02-2014 09:25,20-02-2014 11:50,20-02-2014 11:50,5,,,,,,
SBA000531,application,Server Based Application,WBS000108,IM0027164,Closed,4,4,4,0.605995898,incident,KM0000533,closed,0,10-01-2014 12:22,,10-01-2014 16:23,10-01-2014 16:23,0,,,,,,
WBA000058,application,Web Based Application,WBS000073,IM0027165,Closed,4,4,4,0.377958672,incident,KM0002043,closed,0,10-01-2014 12:29,,10-01-2014 14:17,10-01-2014 14:17,1,,,,,,
SBA000439,application,Server Based Application,WBS000219,IM0027166,Closed,5,5,5,0.192908309,incident,KM0002158,closed,0,10-01-2014 12:44,,10-01-2014 13:53,10-01-2014 13:53,0,,,,,,
WBA000058,application,Web Based Application,WBS000073,IM0027167,Closed,4,4,4,0.88138571,incident,KM0002043,closed,0,10-01-2014 13:34,,10-01-2014 15:02,10-01-2014 15:02,1,,,,,,
SBA000659,application,Server Based Application,WBS000255,IM0027168,Closed,4,4,4,0.896386016,incident,KM0002059,closed,0,10-01-2014 13:34,,10-01-2014 14:01,10-01-2014 14:01,0,,,,,,
DTA000025,application,Desktop Application,WBS000110,IM0027169,Closed,4,4,4,0.914636065,incident,KM0000833,closed,0,10-01-2014 13:43,,10-01-2014 15:33,10-01-2014 15:33,1,,,,,,
SUB000113,subapplication,Server Based Application,WBS000095,IM0027170,Closed,5,5,5,0.348368176,request for information,KM0000225,closed,0,10-01-2014 09:31,,10-01-2014 10:41,10-01-2014 10:41,1,,,,,,
DTA000189,application,Desktop Application,WBS000092,IM0027171,Closed,5,5,5,0.628499472,request for information,KM0000461,closed,0,10-01-2014 09:49,,21-01-2014 13:09,21-01-2014 13:10,7,,,,,,
SBA000017,application,Server Based Application,WBS000099,IM0027172,Closed,3,3,3,0.02731116,incident,KM0000480,closed,0,10-01-2014 09:54,,,10-01-2014 09:58,0,,,,,,
SBA000607,application,Server Based Application,WBS000263,IM0027173,Closed,5,5,5,0.965853355,incident,KM0001106,closed,20,10-01-2014 10:04,28-02-2014 10:11,01-03-2014 12:45,01-03-2014 12:45,3,,,,,,
SUB000426,subapplication,Web Based Application,WBS000073,IM0027174,Closed,4,4,4,0.553640848,incident,KM0000708,closed,1,10-01-2014 10:25,,20-01-2014 16:24,20-01-2014 16:24,6,,,,,,
SBA000462,application,Server Based Application,WBS000073,IM0027175,Closed,4,4,4,0.865196633,incident,KM0001651,closed,0,10-01-2014 10:34,,10-01-2014 11:24,10-01-2014 11:25,0,,,,,,
WBA000058,application,Web Based Application,WBS000073,IM0027176,Closed,4,4,4,0.482797444,incident,KM0001241,closed,0,10-01-2014 10:36,,17-01-2014 11:39,17-01-2014 11:39,1,,,,,,
WBA000018,application,Web Based Application,WBS000073,IM0027177,Closed,4,4,4,0.826801629,incident,KM0000720,closed,1,10-01-2014 10:53,,15-01-2014 07:52,15-01-2014 07:53,2,,,,,,
WBA000018,application,Web Based Application,WBS000073,IM0027178,Closed,4,4,4,0.620190709,incident,KM0000720,closed,1,10-01-2014 10:56,,15-01-2014 07:59,15-01-2014 07:59,2,,,,,,
DTA000616,application,Desktop Application,WBS000089,IM0027179,Closed,5,5,5,0.387187655,incident,KM0000966,closed,0,10-01-2014 10:56,,21-01-2014 12:54,21-01-2014 12:54,0,,,,,,
SBA000173,application,Server Based Application,WBS000163,IM0027180,Closed,3,3,3,0.234472223,incident,KM0000940,closed,0,10-01-2014 11:05,,10-01-2014 11:31,10-01-2014 11:31,0,,,,,,
SBA000609,application,Server Based Application,WBS000263,IM0027181,Closed,5,5,5,0.740371064,request for information,KM0001825,closed,0,10-01-2014 11:08,,10-01-2014 12:32,10-01-2014 12:32,1,,,,,,
SBA000607,application,Server Based Application,WBS000263,IM0027182,Closed,4,4,4,0.17196696,incident,KM0000592,closed,6,10-01-2014 11:14,17-01-2014 09:28,17-01-2014 10:14,17-01-2014 10:14,4,,,,,,
EXC000004,application,Exchange,WBS000094,IM0027183,Closed,5,5,5,0.212634022,request for information,KM0001232,closed,0,10-01-2014 11:18,,10-01-2014 11:48,10-01-2014 11:48,0,,,,,,
SBA000526,application,Server Based Application,WBS000236,IM0027184,Closed,3,3,3,0.138909882,incident,KM0000504,closed,0,10-01-2014 11:20,,10-01-2014 11:26,10-01-2014 11:27,0,,,,,,
SBA000805,application,Server Based Application,WBS000016,IM0027185,Closed,3,3,3,0.137245692,incident,KM0000938,closed,2,10-01-2014 11:21,,13-01-2014 13:29,13-01-2014 13:29,3,,,,,,
SBA000033,application,Server Based Application,WBS000086,IM0027186,Closed,5,5,5,0.382637043,request for information,KM0000042,closed,3,10-01-2014 11:28,,15-01-2014 12:47,15-01-2014 12:47,3,,,,,,
SBA000033,application,Server Based Application,WBS000086,IM0027187,Closed,5,5,5,0.692965774,request for information,KM0000042,closed,3,10-01-2014 11:44,,10-01-2014 16:07,10-01-2014 16:07,4,,,,,,
SBA000689,application,Server Based Application,WBS000228,IM0027188,Closed,5,5,5,0.219608271,request for information,KM0000656,closed,0,10-01-2014 11:52,,10-01-2014 12:30,10-01-2014 12:30,0,,,,,,
SBA000609,application,Server Based Application,WBS000263,IM0027189,Closed,5,5,5,0.482554582,request for information,KM0001825,closed,4,10-01-2014 12:02,,10-01-2014 15:09,10-01-2014 15:09,31,,,,,,
DTA000031,application,Desktop Application,WBS000111,IM0027190,Closed,5,5,5,0.573248838,incident,KM0002029,closed,0,10-01-2014 12:43,,17-01-2014 08:16,17-01-2014 08:16,1,,,,,,
WBA000018,application,Web Based Application,WBS000073,IM0027191,Closed,4,4,4,0.369531414,incident,KM0000718,closed,0,10-01-2014 12:45,,10-01-2014 14:55,10-01-2014 14:55,2,,,,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0027192,Closed,4,4,4,0.290157463,incident,KM0001096,closed,0,10-01-2014 12:47,13-01-2014 09:36,13-01-2014 15:14,13-01-2014 15:14,6,,,,,,
SBA000709,application,Server Based Application,WBS000002,IM0027193,Closed,5,4,4,0.859588773,incident,KM0000687,closed,0,10-01-2014 12:47,,10-01-2014 16:05,10-01-2014 16:05,1,,,,,,
WBA000058,application,Web Based Application,WBS000073,IM0027194,Closed,4,4,4,0.991699563,incident,KM0001241,closed,0,10-01-2014 12:51,,10-01-2014 13:19,10-01-2014 13:19,0,,,,,,
SBA000609,application,Server Based Application,WBS000263,IM0027195,Closed,5,5,5,0.010761307,request for information,KM0001825,closed,0,10-01-2014 13:11,,10-01-2014 13:38,10-01-2014 13:38,0,,,,,,
DTA000056,application,Desktop Application,WBS000091,IM0027196,Closed,3,3,3,0.479634105,incident,KM0001012,closed,0,10-01-2014 13:15,,10-01-2014 13:48,10-01-2014 13:48,0,,,,,,
SUB000424,subapplication,Web Based Application,WBS000073,IM0027197,Closed,4,4,4,0.672384349,incident,KM0000705,closed,2,10-01-2014 13:15,,10-01-2014 16:40,10-01-2014 16:41,3,,,,,,
SUB000433,subapplication,Web Based Application,WBS000073,IM0027198,Closed,4,4,4,0.59440986,incident,KM0000791,closed,7,10-01-2014 13:35,,17-01-2014 10:08,17-01-2014 10:09,2,,,,,,
CBA000014,application,Client Based Application,WBS000073,IM0027199,Closed,4,4,4,0.420839589,incident,KM0001346,closed,0,10-01-2014 13:37,,10-01-2014 16:53,10-01-2014 16:53,3,,,,,,
SBA000805,application,Server Based Application,WBS000016,IM0027200,Closed,3,3,3,0.732313057,incident,KM0000938,closed,0,10-01-2014 13:46,,10-01-2014 13:47,10-01-2014 13:47,0,,,,,,
SBA000462,application,Server Based Application,WBS000073,IM0027201,Closed,4,4,4,0.062076275,incident,KM0001774,closed,0,10-01-2014 13:48,,10-01-2014 15:15,10-01-2014 15:15,1,,,,,,
SUB000424,subapplication,Web Based Application,WBS000073,IM0027202,Closed,4,4,4,0.336565118,incident,KM0000705,closed,0,10-01-2014 14:11,,10-01-2014 15:58,10-01-2014 15:58,1,,,,,,
WBA000058,application,Web Based Application,WBS000073,IM0027203,Closed,4,4,4,0.42493456,incident,KM0002043,closed,0,10-01-2014 14:18,,10-01-2014 14:36,10-01-2014 14:36,0,,,,,,
DTA000026,application,Desktop Application,WBS000177,IM0027204,Closed,5,5,5,0.942451851,incident,KM0000999,closed,3,10-01-2014 10:32,,10-01-2014 15:15,10-01-2014 15:15,4,,,,,,
WBA000011,application,Web Based Application,WBS000152,IM0027205,Closed,5,5,5,0.453640259,incident,KM0000079,closed,3,10-01-2014 10:34,,14-01-2014 11:11,14-01-2014 11:12,2,,,,,,
SBA000459,application,Server Based Application,WBS000073,IM0027206,Closed,3,3,3,0.75543755,incident,KM0002188,closed,1,10-01-2014 10:35,,10-01-2014 14:03,10-01-2014 14:03,3,,,,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0027207,Closed,4,4,4,0.072827451,incident,KM0000748,closed,0,10-01-2014 10:39,,10-01-2014 11:19,10-01-2014 11:19,0,,,,,,
WBA000008,application,Web Based Application,WBS000167,IM0027208,Closed,5,5,5,0.107868324,incident,KM0000069,closed,0,10-01-2014 10:40,,10-01-2014 12:51,10-01-2014 12:51,2,,,,,,
DSK000002,computer,Desktop,WBS000091,IM0027209,Closed,5,5,5,0.365113542,incident,KM0001443,closed,2,10-01-2014 10:53,,21-01-2014 13:28,21-01-2014 13:28,0,,,,,,
DSK000002,computer,Desktop,WBS000091,IM0027210,Closed,5,5,5,0.469056184,incident,KM0001443,closed,1,10-01-2014 10:54,,21-01-2014 13:27,21-01-2014 13:27,0,,,,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0027211,Closed,4,4,4,0.446489407,incident,KM0000750,closed,0,10-01-2014 10:55,,10-01-2014 15:07,10-01-2014 15:07,4,,,,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0027212,Closed,4,4,4,0.136958351,incident,KM0000760,closed,0,10-01-2014 10:56,,14-01-2014 10:17,14-01-2014 10:17,2,,,,,,
SBA000295,application,Server Based Application,WBS000268,IM0027213,Closed,4,4,4,0.988363434,incident,KM0000368,closed,0,10-01-2014 10:58,,10-01-2014 11:54,10-01-2014 11:55,0,,,,,,
SBA000263,application,Server Based Application,WBS000072,IM0027214,Closed,5,5,5,0.383198672,request for information,KM0001114,closed,0,10-01-2014 11:02,,10-01-2014 11:34,10-01-2014 11:34,0,,,,,,
SBA000407,application,Server Based Application,WBS000209,IM0027215,Closed,3,3,3,0.523676311,request for information,KM0000387,closed,0,10-01-2014 11:07,,10-01-2014 12:17,10-01-2014 12:17,11,,,,,,
DSK000243,computer,Desktop,WBS000091,IM0027216,Closed,5,5,5,0.499266556,incident,KM0001446,closed,0,10-01-2014 11:08,,14-01-2014 08:49,14-01-2014 08:49,1,,,,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0027217,Closed,4,4,4,0.817260171,incident,KM0000741,closed,1,10-01-2014 11:08,,13-01-2014 14:08,13-01-2014 14:08,2,,,,,,
SUB000113,subapplication,Server Based Application,WBS000095,IM0027218,Closed,5,5,5,0.571201571,request for information,KM0000225,closed,0,10-01-2014 11:14,,10-01-2014 14:31,10-01-2014 14:39,3,,,,,,
SBA000427,application,Server Based Application,WBS000307,IM0027219,Closed,3,3,3,0.960651139,incident,KM0001350,closed,0,10-01-2014 11:14,,10-01-2014 13:25,10-01-2014 13:25,2,,,,,,
APP000005,application,Citrix,WBS000292,IM0027220,Closed,4,4,4,0.081265604,incident,KM0001131,closed,0,10-01-2014 11:15,,10-01-2014 13:07,10-01-2014 13:07,1,,,,,,
DTA000616,application,Desktop Application,WBS000089,IM0027221,Closed,5,5,5,0.671791713,request for information,KM0000507,closed,2,10-01-2014 11:18,,10-01-2014 16:58,10-01-2014 16:58,5,,,,,,
SBA000834,application,Server Based Application,WBS000223,IM0027222,Closed,4,4,4,0.503154985,incident,KM0001308,closed,0,10-01-2014 11:19,,17-01-2014 13:09,17-01-2014 13:09,5,,,,,,
